CD20190804142639.00,3.0,2019-08-04 14:26:39,38.50,90.22,10,新疆巴音郭楞州若羌县,http://news.ceic.ac.cn/CD20190804142639.00.html
CC20190804021128.00,5.1,2019-08-04 02:11:28,52.26,-165.75,10,阿留申群岛以南海域,http://news.ceic.ac.cn/CC20190804021128.00.html
CD20190803191619.00,3.0,2019-08-03 19:16:18,27.38,101.39,19,四川凉山州盐源县,http://news.ceic.ac.cn/CD20190803191619.00.html
CD20190803172142.00,3.0,2019-08-03 17:21:42,41.94,81.79,10,新疆阿克苏地区拜城县,http://news.ceic.ac.cn/CD20190803172142.00.html
CD20190803062445.00,4.8,2019-08-03 06:24:44,23.63,121.58,5,台湾花莲县海域,http://news.ceic.ac.cn/CD20190803062445.00.html
CD20190802215309.00,4.5,2019-08-02 21:53:09,23.66,121.61,7,台湾花莲县海域,http://news.ceic.ac.cn/CD20190802215309.00.html
CC20190802200324.00,6.8,2019-08-02 20:03:24,-7.25,104.75,30,印尼苏门答腊岛南部海域,http://news.ceic.ac.cn/CC20190802200324.00.html
CC20190802040128.00,5.5,2019-08-02 04:01:28,-34.28,-72.29,10,智利中部沿岸近海,http://news.ceic.ac.cn/CC20190802040128.00.html
CD20190802024456.00,2.9,2019-08-02 02:44:56,45.28,124.77,7,吉林松原市宁江区,http://news.ceic.ac.cn/CD20190802024456.00.html
CC20190802022805.00,6.7,2019-08-02 02:28:05,-34.21,-72.28,10,智利中部沿岸近海,http://news.ceic.ac.cn/CC20190802022805.00.html
CC20190801171349.00,3.4,2019-08-01 17:13:48,31.07,95.16,10,西藏昌都市边坝县,http://news.ceic.ac.cn/CC20190801171349.00.html
CD20190801165029.00,4.2,2019-08-01 16:50:29,23.36,118.58,11,台湾海峡,http://news.ceic.ac.cn/CD20190801165029.00.html
CC20190801092216.00,5.3,2019-08-01 09:22:16,-19.85,133.84,10,澳大利亚北部地区,http://news.ceic.ac.cn/CC20190801092216.00.html
CC20190731230234.00,6.7,2019-07-31 23:02:33,-16.20,167.93,190,瓦努阿图群岛,http://news.ceic.ac.cn/CC20190731230234.00.html
CC20190731135455.00,5.8,2019-07-31 13:54:55,13.23,-89.35,70,萨尔瓦多附近海域,http://news.ceic.ac.cn/CC20190731135455.00.html
CD20190731121610.00,3.0,2019-07-31 12:16:09,40.78,83.56,10,新疆阿克苏地区沙雅县,http://news.ceic.ac.cn/CD20190731121610.00.html
CD20190730051616.00,3.3,2019-07-30 05:16:15,27.15,102.87,15,四川凉山州宁南县,http://news.ceic.ac.cn/CD20190730051616.00.html
CC20190730043744.00,5.5,2019-07-30 04:37:44,32.83,140.77,70,日本本州东岸远海,http://news.ceic.ac.cn/CC20190730043744.00.html
CD20190730010435.00,3.8,2019-07-30 01:04:34,28.17,104.74,8,四川宜宾市珙县,http://news.ceic.ac.cn/CD20190730010435.00.html
CC20190729041407.00,3.0,2019-07-29 04:14:07,30.84,103.24,17,四川成都市崇州市,http://news.ceic.ac.cn/CC20190729041407.00.html
CC20190728023107.00,6.4,2019-07-28 02:31:07,33.10,137.35,380,日本本州南岸近海,http://news.ceic.ac.cn/CC20190728023107.00.html
CD20190728022155.00,2.8,2019-07-28 02:21:54,27.40,104.21,12,云南昭通市彝良县,http://news.ceic.ac.cn/CD20190728022155.00.html
CC20190727092443.00,5.5,2019-07-27 09:24:42,20.74,121.88,10,巴坦群岛海域,http://news.ceic.ac.cn/CC20190727092443.00.html
CC20190727073759.00,5.9,2019-07-27 07:37:59,20.80,121.96,10,巴坦群岛海域,http://news.ceic.ac.cn/CC20190727073759.00.html
CD20190727053956.00,2.9,2019-07-27 05:39:55,37.82,100.97,10,青海海北州祁连县,http://news.ceic.ac.cn/CD20190727053956.00.html
CC20190727041659.00,5.3,2019-07-27 04:16:58,20.83,121.78,20,巴坦群岛海域,http://news.ceic.ac.cn/CC20190727041659.00.html
CC20190726143957.00,4.0,2019-07-26 14:39:56,24.77,121.80,60,台湾宜兰县,http://news.ceic.ac.cn/CC20190726143957.00.html
CD20190726112426.00,4.3,2019-07-26 11:24:25,34.40,92.68,10,青海玉树州治多县,http://news.ceic.ac.cn/CD20190726112426.00.html
CD20190725162736.00,2.8,2019-07-25 16:27:35,23.15,101.16,8,云南普洱市宁洱县,http://news.ceic.ac.cn/CD20190725162736.00.html
CD20190724211255.00,2.5,2019-07-24 21:12:54,35.29,110.97,5,山西运城市盐湖区,http://news.ceic.ac.cn/CD20190724211255.00.html
CD20190724175408.00,2.9,2019-07-24 17:54:07,21.75,111.81,15,广东阳江市江城区,http://news.ceic.ac.cn/CD20190724175408.00.html
CD20190724042315.00,2.8,2019-07-24 04:23:14,33.96,104.68,12,甘肃陇南市宕昌县,http://news.ceic.ac.cn/CD20190724042315.00.html
CD20190724011731.00,2.6,2019-07-24 01:17:31,37.50,114.37,4,河北邢台市临城县,http://news.ceic.ac.cn/CD20190724011731.00.html
CD20190723222525.00,3.0,2019-07-23 22:25:24,28.38,104.94,6,四川宜宾市长宁县,http://news.ceic.ac.cn/CD20190723222525.00.html
CD20190723145657.00,4.0,2019-07-23 14:56:57,28.74,96.06,6,西藏林芝市察隅县,http://news.ceic.ac.cn/CD20190723145657.00.html
CC20190723044659.00,5.0,2019-07-23 04:46:58,25.08,124.36,130,琉球群岛西南部,http://news.ceic.ac.cn/CC20190723044659.00.html
CD20190722203216.00,4.6,2019-07-22 20:32:16,42.69,87.76,8,新疆巴音郭楞州和硕县,http://news.ceic.ac.cn/CD20190722203216.00.html
CC20190722180658.00,5.3,2019-07-22 18:06:58,-3.33,131.01,30,印尼塞兰岛附近海域,http://news.ceic.ac.cn/CC20190722180658.00.html
CC20190722162636.00,4.1,2019-07-22 16:26:36,28.35,104.91,9,四川宜宾市长宁县,http://news.ceic.ac.cn/CC20190722162636.00.html
CD20190722161900.00,3.0,2019-07-22 16:19:00,28.38,104.84,8,四川宜宾市长宁县,http://news.ceic.ac.cn/CD20190722161900.00.html
CD20190722120606.00,4.7,2019-07-22 12:06:05,20.96,120.74,30,台湾屏东县海域,http://news.ceic.ac.cn/CD20190722120606.00.html
CC20190722013538.00,5.5,2019-07-22 01:35:38,12.25,144.41,40,马里亚纳群岛以南,http://news.ceic.ac.cn/CC20190722013538.00.html
CC20190722012520.00,5.1,2019-07-22 01:25:19,12.33,144.45,40,马里亚纳群岛以南,http://news.ceic.ac.cn/CC20190722012520.00.html
CD20190721225156.00,3.4,2019-07-21 22:51:55,26.19,100.59,14,云南丽江市永胜县,http://news.ceic.ac.cn/CD20190721225156.00.html
CC20190721202328.00,4.9,2019-07-21 20:23:28,26.16,100.62,10,云南丽江市永胜县,http://news.ceic.ac.cn/CC20190721202328.00.html
CD20190721065132.00,3.0,2019-07-21 06:51:31,23.34,101.97,8,云南红河州红河县,http://news.ceic.ac.cn/CD20190721065132.00.html
CC20190721044346.00,5.6,2019-07-21 04:43:46,-6.01,149.50,60,巴布亚新几内亚,http://news.ceic.ac.cn/CC20190721044346.00.html
CC20190720065425.00,4.8,2019-07-20 06:54:25,27.76,92.86,10,西藏山南市错那县,http://news.ceic.ac.cn/CC20190720065425.00.html
CC20190719191315.00,5.1,2019-07-19 19:13:15,38.10,23.55,10,希腊,http://news.ceic.ac.cn/CC20190719191315.00.html
CD20190719180751.00,3.0,2019-07-19 18:07:51,27.74,92.81,8,西藏山南市错那县,http://news.ceic.ac.cn/CD20190719180751.00.html
CD20190719175202.00,3.8,2019-07-19 17:52:01,27.66,92.82,8,西藏山南市错那县,http://news.ceic.ac.cn/CD20190719175202.00.html
CC20190719172214.00,5.6,2019-07-19 17:22:14,27.67,92.89,10,西藏山南市错那县,http://news.ceic.ac.cn/CC20190719172214.00.html
CD20190719055114.00,3.3,2019-07-19 05:51:14,45.28,124.72,10,吉林松原市宁江区,http://news.ceic.ac.cn/CD20190719055114.00.html
CD20190719012128.00,3.2,2019-07-19 01:21:28,28.14,104.74,11,四川宜宾市筠连县,http://news.ceic.ac.cn/CD20190719012128.00.html
CD20190718171842.00,3.0,2019-07-18 17:18:41,28.42,104.78,7,四川宜宾市珙县,http://news.ceic.ac.cn/CD20190718171842.00.html
CD20190718141528.00,3.0,2019-07-18 14:15:28,41.32,83.74,8,新疆阿克苏地区库车县,http://news.ceic.ac.cn/CD20190718141528.00.html
CD20190717194311.00,3.0,2019-07-17 19:43:10,39.40,74.70,8,新疆克孜勒苏州乌恰县,http://news.ceic.ac.cn/CD20190717194311.00.html
CD20190717114641.00,3.2,2019-07-17 11:46:41,26.59,100.17,10,云南大理州鹤庆县,http://news.ceic.ac.cn/CD20190717114641.00.html
CC20190717060350.00,5.6,2019-07-17 06:03:49,12.37,144.73,10,马里亚纳群岛以南,http://news.ceic.ac.cn/CC20190717060350.00.html
CC20190716191231.00,3.7,2019-07-16 19:12:30,24.22,122.49,60,台湾花莲县海域,http://news.ceic.ac.cn/CC20190716191231.00.html
CD20190716181257.00,3.0,2019-07-16 18:12:56,28.42,104.83,5,四川宜宾市长宁县,http://news.ceic.ac.cn/CD20190716181257.00.html
CC20190716081836.00,5.7,2019-07-16 08:18:36,-9.05,114.47,90,印尼巴厘海以南海域,http://news.ceic.ac.cn/CC20190716081836.00.html
CD20190716014128.00,4.1,2019-07-16 01:41:27,31.80,91.18,8,西藏那曲市安多县,http://news.ceic.ac.cn/CD20190716014128.00.html
CD20190715164834.00,2.9,2019-07-15 16:48:33,28.20,104.77,8,四川宜宾市珙县,http://news.ceic.ac.cn/CD20190715164834.00.html
CC20190715162136.00,6.1,2019-07-15 16:21:36,-5.95,149.45,60,巴布亚新几内亚,http://news.ceic.ac.cn/CC20190715162136.00.html
CC20190715070137.00,5.3,2019-07-15 07:01:37,-18.29,120.30,10,澳大利亚西部海域,http://news.ceic.ac.cn/CC20190715070137.00.html
CD20190715062552.00,3.4,2019-07-15 06:25:52,35.19,81.13,8,西藏阿里地区日土县,http://news.ceic.ac.cn/CD20190715062552.00.html
CC20190714234419.00,5.1,2019-07-14 23:44:18,-0.50,128.01,10,印度尼西亚哈马黑拉岛,http://news.ceic.ac.cn/CC20190714234419.00.html
CD20190714231308.00,2.9,2019-07-14 23:13:07,22.46,106.58,6,广西崇左市龙州县,http://news.ceic.ac.cn/CD20190714231308.00.html
CC20190714182657.00,5.7,2019-07-14 18:26:57,-0.51,127.80,10,印度尼西亚哈马黑拉岛,http://news.ceic.ac.cn/CC20190714182657.00.html
CD20190714181718.00,3.0,2019-07-14 18:17:18,28.38,104.83,7,四川宜宾市长宁县,http://news.ceic.ac.cn/CD20190714181718.00.html
CC20190714174345.00,5.9,2019-07-14 17:43:45,-0.81,127.80,10,印度尼西亚巴占岛,http://news.ceic.ac.cn/CC20190714174345.00.html
CC20190714171050.00,7.1,2019-07-14 17:10:49,-0.52,128.17,10,印度尼西亚哈马黑拉岛,http://news.ceic.ac.cn/CC20190714171050.00.html
CC20190714133923.00,6.7,2019-07-14 13:39:22,-18.25,120.27,10,澳大利亚西部海域,http://news.ceic.ac.cn/CC20190714133923.00.html
CC20190713085741.00,6.0,2019-07-13 08:57:41,29.15,128.26,230,东海海域,http://news.ceic.ac.cn/CC20190713085741.00.html
CD20190713044550.00,2.9,2019-07-13 04:45:49,29.44,104.54,8,四川内江市威远县,http://news.ceic.ac.cn/CD20190713044550.00.html
CC20190713044255.00,5.7,2019-07-13 04:42:55,9.30,126.00,10,菲律宾棉兰老岛,http://news.ceic.ac.cn/CC20190713044255.00.html
CC20190712052157.00,5.1,2019-07-12 05:21:57,23.90,122.81,7,先岛群岛海域,http://news.ceic.ac.cn/CC20190712052157.00.html
CC20190712010838.00,5.8,2019-07-12 01:08:38,-4.65,155.27,510,巴布亚新几内亚,http://news.ceic.ac.cn/CC20190712010838.00.html
CD20190711204553.00,3.1,2019-07-11 20:45:53,40.36,76.61,36,新疆克孜勒苏州阿图什市,http://news.ceic.ac.cn/CD20190711204553.00.html
CC20190710024342.00,5.3,2019-07-10 02:43:42,52.88,-167.53,30,福克斯群岛,http://news.ceic.ac.cn/CC20190710024342.00.html
CC20190709203701.00,5.5,2019-07-09 20:37:01,6.83,125.14,20,菲律宾棉兰老岛,http://news.ceic.ac.cn/CC20190709203701.00.html
CC20190709193331.00,5.4,2019-07-09 19:33:31,47.36,145.05,440,鄂霍次克海,http://news.ceic.ac.cn/CC20190709193331.00.html
CD20190709191454.00,2.8,2019-07-09 19:14:54,28.41,104.78,7,四川宜宾市珙县,http://news.ceic.ac.cn/CD20190709191454.00.html
CC20190709025233.00,5.7,2019-07-09 02:52:32,0.49,126.32,30,印尼马鲁古海,http://news.ceic.ac.cn/CC20190709025233.00.html
CD20190709023535.00,4.4,2019-07-09 02:35:35,23.82,122.48,9,台湾花莲县海域,http://news.ceic.ac.cn/CD20190709023535.00.html
CC20190708150032.00,5.7,2019-07-08 15:00:32,31.75,49.56,10,伊朗,http://news.ceic.ac.cn/CC20190708150032.00.html
CD20190708143603.00,3.0,2019-07-08 14:36:03,40.89,78.71,9,新疆克孜勒苏州阿合奇县,http://news.ceic.ac.cn/CD20190708143603.00.html
CC20190708142014.00,5.4,2019-07-08 14:20:14,0.45,126.27,20,印尼马鲁古海,http://news.ceic.ac.cn/CC20190708142014.00.html
CD20190708140615.00,2.8,2019-07-08 14:06:15,37.99,106.27,9,宁夏吴忠市利通区,http://news.ceic.ac.cn/CD20190708140615.00.html
CD20190708003740.00,3.2,2019-07-08 00:37:40,28.41,104.86,4,四川宜宾市长宁县,http://news.ceic.ac.cn/CD20190708003740.00.html
CC20190707230840.00,6.8,2019-07-07 23:08:39,0.48,126.21,50,印尼马鲁古海,http://news.ceic.ac.cn/CC20190707230840.00.html
CD20190707214519.00,3.2,2019-07-07 21:45:18,34.12,94.05,10,青海玉树州治多县,http://news.ceic.ac.cn/CD20190707214519.00.html
CD20190707162242.00,2.8,2019-07-07 16:22:42,28.42,104.76,11,四川宜宾市珙县,http://news.ceic.ac.cn/CD20190707162242.00.html
CD20190706223505.00,3.6,2019-07-06 22:35:05,32.52,93.57,10,青海玉树州杂多县,http://news.ceic.ac.cn/CD20190706223505.00.html
CC20190706190815.00,5.6,2019-07-06 19:08:15,-20.91,170.01,100,瓦努阿图群岛,http://news.ceic.ac.cn/CC20190706190815.00.html
CC20190706112001.00,6.9,2019-07-06 11:20:00,35.75,-117.58,10,美国加利福尼亚州,http://news.ceic.ac.cn/CC20190706112001.00.html
CC20190706035914.00,5.1,2019-07-06 03:59:14,-6.07,130.92,100,印尼班达海,http://news.ceic.ac.cn/CC20190706035914.00.html
CC20190705205829.00,5.5,2019-07-05 20:58:28,51.21,-130.55,10,加拿大夏洛特皇后群岛地区,http://news.ceic.ac.cn/CC20190705205829.00.html
CC20190705190754.00,5.4,2019-07-05 19:07:54,35.72,-117.53,10,美国加利福尼亚州,http://news.ceic.ac.cn/CC20190705190754.00.html
CC20190705013349.00,6.4,2019-07-05 01:33:48,35.71,-117.51,10,美国加利福尼亚州,http://news.ceic.ac.cn/CC20190705013349.00.html
CD20190704231353.00,4.2,2019-07-04 23:13:53,35.97,87.10,8,西藏那曲市双湖县,http://news.ceic.ac.cn/CD20190704231353.00.html
CD20190704180143.00,3.0,2019-07-04 18:01:42,28.13,105.02,7,四川宜宾市兴文县,http://news.ceic.ac.cn/CD20190704180143.00.html
CC20190704123045.00,6.2,2019-07-04 12:30:45,51.26,-130.45,10,加拿大夏洛特皇后群岛地区,http://news.ceic.ac.cn/CC20190704123045.00.html
CD20190704102531.00,3.1,2019-07-04 10:25:30,28.40,104.77,8,四川宜宾市珙县,http://news.ceic.ac.cn/CD20190704102531.00.html
CC20190704101758.00,5.6,2019-07-04 10:17:58,28.41,104.74,8,四川宜宾市珙县,http://news.ceic.ac.cn/CC20190704101758.00.html
CD20190704073406.00,3.1,2019-07-04 07:34:05,28.40,104.85,8,四川宜宾市长宁县,http://news.ceic.ac.cn/CD20190704073406.00.html
CD20190703190004.00,3.0,2019-07-03 19:00:04,28.40,104.80,15,四川宜宾市珙县,http://news.ceic.ac.cn/CD20190703190004.00.html
CC20190703122654.00,4.8,2019-07-03 12:26:53,28.40,104.85,10,四川宜宾市长宁县,http://news.ceic.ac.cn/CC20190703122654.00.html
CC20190703114528.00,5.7,2019-07-03 11:45:28,-22.12,-179.56,590,斐济群岛以南,http://news.ceic.ac.cn/CC20190703114528.00.html
CC20190703035148.00,5.5,2019-07-03 03:51:47,-43.66,123.85,10,澳大利亚南部海域,http://news.ceic.ac.cn/CC20190703035148.00.html
CD20190702181723.00,3.3,2019-07-02 18:17:23,37.41,95.40,10,青海海西州直辖区,http://news.ceic.ac.cn/CD20190702181723.00.html
CC20190702011330.00,5.9,2019-07-02 01:13:29,-15.49,167.51,100,瓦努阿图群岛,http://news.ceic.ac.cn/CC20190702011330.00.html
CC20190702005926.00,5.7,2019-07-02 00:59:26,9.31,124.31,550,菲律宾保和岛附近海域,http://news.ceic.ac.cn/CC20190702005926.00.html
CD20190701122943.00,2.8,2019-07-01 12:29:43,43.83,88.02,18,新疆乌鲁木齐市米东区（有感）,http://news.ceic.ac.cn/CD20190701122943.00.html
CD20190701024818.00,3.0,2019-07-01 02:48:18,41.19,83.78,7,新疆阿克苏地区库车县,http://news.ceic.ac.cn/CD20190701024818.00.html
CD20190630214444.00,3.0,2019-06-30 21:44:44,27.56,112.10,6,湖南娄底市双峰县,http://news.ceic.ac.cn/CD20190630214444.00.html
CD20190630213230.00,3.1,2019-06-30 21:32:29,28.44,104.81,8,四川宜宾市长宁县,http://news.ceic.ac.cn/CD20190630213230.00.html
CD20190630121425.00,3.0,2019-06-30 12:14:25,28.43,104.77,9,四川宜宾市珙县,http://news.ceic.ac.cn/CD20190630121425.00.html
CC20190630034412.00,4.8,2019-06-30 03:44:11,22.43,122.31,30,台湾台东县海域,http://news.ceic.ac.cn/CC20190630034412.00.html
CD20190630030929.00,3.1,2019-06-30 03:09:29,31.00,98.96,7,四川甘孜州白玉县,http://news.ceic.ac.cn/CD20190630030929.00.html
CD20190630030758.00,3.1,2019-06-30 03:07:58,31.02,98.96,8,四川甘孜州白玉县,http://news.ceic.ac.cn/CD20190630030758.00.html
CD20190629235413.00,3.1,2019-06-29 23:54:13,43.32,81.85,22,新疆伊犁州特克斯县,http://news.ceic.ac.cn/CD20190629235413.00.html
CD20190629234113.00,3.0,2019-06-29 23:41:12,41.16,83.81,6,新疆阿克苏地区库车县,http://news.ceic.ac.cn/CD20190629234113.00.html
CD20190629220817.00,3.4,2019-06-29 22:08:17,28.43,104.76,8,四川宜宾市珙县,http://news.ceic.ac.cn/CD20190629220817.00.html
CD20190629212019.00,4.0,2019-06-29 21:20:19,33.60,82.69,6,西藏阿里地区改则县,http://news.ceic.ac.cn/CD20190629212019.00.html
CD20190629101227.00,3.4,2019-06-29 10:12:26,27.57,112.07,8,湖南娄底市双峰县,http://news.ceic.ac.cn/CD20190629101227.00.html
CC20190628235130.00,6.4,2019-06-28 23:51:30,19.85,144.45,430,马里亚纳群岛,http://news.ceic.ac.cn/CC20190628235130.00.html
CC20190627190458.00,6.3,2019-06-27 19:04:57,-30.32,-179.21,20,新西兰克马德克群岛海域,http://news.ceic.ac.cn/CC20190627190458.00.html
CD20190627160119.00,3.9,2019-06-27 16:01:19,28.21,104.93,14,四川宜宾市兴文县,http://news.ceic.ac.cn/CD20190627160119.00.html
CD20190627072427.00,3.0,2019-06-27 07:24:26,28.40,104.80,9,四川宜宾市珙县,http://news.ceic.ac.cn/CD20190627072427.00.html
CD20190627045553.00,3.1,2019-06-27 04:55:52,28.43,104.80,9,四川宜宾市长宁县,http://news.ceic.ac.cn/CD20190627045553.00.html
CD20190626181046.00,3.0,2019-06-26 18:10:45,38.65,99.03,11,青海海北州祁连县,http://news.ceic.ac.cn/CD20190626181046.00.html
CC20190626132349.00,5.9,2019-06-26 13:23:49,8.45,-82.84,20,巴拿马,http://news.ceic.ac.cn/CC20190626132349.00.html
CC20190626111815.00,5.5,2019-06-26 11:18:15,-9.48,157.71,10,所罗门群岛,http://news.ceic.ac.cn/CC20190626111815.00.html
CC20190626101808.00,6.4,2019-06-26 10:18:08,56.20,164.16,10,科曼多尔群岛地区,http://news.ceic.ac.cn/CC20190626101808.00.html
CD20190626003339.00,3.3,2019-06-26 00:33:39,28.42,104.80,13,四川宜宾市珙县,http://news.ceic.ac.cn/CD20190626003339.00.html
CD20190626003317.00,3.4,2019-06-26 00:33:16,28.39,104.81,8,四川宜宾市珙县,http://news.ceic.ac.cn/CD20190626003317.00.html
CD20190625204535.00,2.9,2019-06-25 20:45:34,28.42,104.79,8,四川宜宾市珙县,http://news.ceic.ac.cn/CD20190625204535.00.html
CC20190625170542.00,6.1,2019-06-25 17:05:41,56.18,164.34,10,科曼多尔群岛地区,http://news.ceic.ac.cn/CC20190625170542.00.html
CC20190625140149.00,5.7,2019-06-25 14:01:49,-48.01,99.65,10,东南印度洋海岭,http://news.ceic.ac.cn/CC20190625140149.00.html
